development_fold,subject,method,calibration_size,calibration_run,test_runs,training_subjects,source_CSP_fit_subjects,source_scaler_fit_subjects,calibration_trial_keys,calibration_trial_count,calibration_fists_count,calibration_feet_count,test_trial_keys,test_runs_absent_from_calibration,target_EEG_used_for_source_CSP_fit,target_EEG_used_for_source_scaler_fit,unlabeled_test_EEG_used_for_adaptation,target_CSP_refit,target_scaler_refit,decision_layer_fitted_from_calibration_only,calibrated_threshold,target_LDA_training_trial_count
7,7,target_lda,0,6,10/14,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,,0,0,0,S007_R10_T00/S007_R10_T01/S007_R10_T02/S007_R10_T03/S007_R10_T04/S007_R10_T05/S007_R10_T06/S007_R10_T07/S007_R10_T08/S007_R10_T09/S007_R10_T10/S007_R10_T11/S007_R10_T12/S007_R10_T13/S007_R10_T14/S007_R14_T00/S007_R14_T01/S007_R14_T02/S007_R14_T03/S007_R14_T04/S007_R14_T05/S007_R14_T06/S007_R14_T07/S007_R14_T08/S007_R14_T09/S007_R14_T10/S007_R14_T11/S007_R14_T12/S007_R14_T13/S007_R14_T14,True,False,False,False,False,False,False,,0
7,7,target_lda,0,10,6/14,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,,0,0,0,S007_R06_T00/S007_R06_T01/S007_R06_T02/S007_R06_T03/S007_R06_T04/S007_R06_T05/S007_R06_T06/S007_R06_T07/S007_R06_T08/S007_R06_T09/S007_R06_T10/S007_R06_T11/S007_R06_T12/S007_R06_T13/S007_R06_T14/S007_R14_T00/S007_R14_T01/S007_R14_T02/S007_R14_T03/S007_R14_T04/S007_R14_T05/S007_R14_T06/S007_R14_T07/S007_R14_T08/S007_R14_T09/S007_R14_T10/S007_R14_T11/S007_R14_T12/S007_R14_T13/S007_R14_T14,True,False,False,False,False,False,False,,0
7,7,target_lda,0,14,6/10,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,,0,0,0,S007_R06_T00/S007_R06_T01/S007_R06_T02/S007_R06_T03/S007_R06_T04/S007_R06_T05/S007_R06_T06/S007_R06_T07/S007_R06_T08/S007_R06_T09/S007_R06_T10/S007_R06_T11/S007_R06_T12/S007_R06_T13/S007_R06_T14/S007_R10_T00/S007_R10_T01/S007_R10_T02/S007_R10_T03/S007_R10_T04/S007_R10_T05/S007_R10_T06/S007_R10_T07/S007_R10_T08/S007_R10_T09/S007_R10_T10/S007_R10_T11/S007_R10_T12/S007_R10_T13/S007_R10_T14,True,False,False,False,False,False,False,,0
7,7,target_lda,4,6,10/14,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,S007_R06_T00/S007_R06_T01/S007_R06_T02/S007_R06_T03,4,2,2,S007_R10_T00/S007_R10_T01/S007_R10_T02/S007_R10_T03/S007_R10_T04/S007_R10_T05/S007_R10_T06/S007_R10_T07/S007_R10_T08/S007_R10_T09/S007_R10_T10/S007_R10_T11/S007_R10_T12/S007_R10_T13/S007_R10_T14/S007_R14_T00/S007_R14_T01/S007_R14_T02/S007_R14_T03/S007_R14_T04/S007_R14_T05/S007_R14_T06/S007_R14_T07/S007_R14_T08/S007_R14_T09/S007_R14_T10/S007_R14_T11/S007_R14_T12/S007_R14_T13/S007_R14_T14,True,False,False,False,False,False,True,,4
7,7,target_lda,4,10,6/14,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,S007_R10_T00/S007_R10_T01/S007_R10_T02/S007_R10_T03,4,2,2,S007_R06_T00/S007_R06_T01/S007_R06_T02/S007_R06_T03/S007_R06_T04/S007_R06_T05/S007_R06_T06/S007_R06_T07/S007_R06_T08/S007_R06_T09/S007_R06_T10/S007_R06_T11/S007_R06_T12/S007_R06_T13/S007_R06_T14/S007_R14_T00/S007_R14_T01/S007_R14_T02/S007_R14_T03/S007_R14_T04/S007_R14_T05/S007_R14_T06/S007_R14_T07/S007_R14_T08/S007_R14_T09/S007_R14_T10/S007_R14_T11/S007_R14_T12/S007_R14_T13/S007_R14_T14,True,False,False,False,False,False,True,,4
7,7,target_lda,4,14,6/10,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,S007_R14_T00/S007_R14_T01/S007_R14_T02/S007_R14_T03,4,2,2,S007_R06_T00/S007_R06_T01/S007_R06_T02/S007_R06_T03/S007_R06_T04/S007_R06_T05/S007_R06_T06/S007_R06_T07/S007_R06_T08/S007_R06_T09/S007_R06_T10/S007_R06_T11/S007_R06_T12/S007_R06_T13/S007_R06_T14/S007_R10_T00/S007_R10_T01/S007_R10_T02/S007_R10_T03/S007_R10_T04/S007_R10_T05/S007_R10_T06/S007_R10_T07/S007_R10_T08/S007_R10_T09/S007_R10_T10/S007_R10_T11/S007_R10_T12/S007_R10_T13/S007_R10_T14,True,False,False,False,False,False,True,,4
7,7,target_lda,8,6,10/14,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,S007_R06_T00/S007_R06_T01/S007_R06_T02/S007_R06_T03/S007_R06_T04/S007_R06_T05/S007_R06_T06/S007_R06_T07,8,4,4,S007_R10_T00/S007_R10_T01/S007_R10_T02/S007_R10_T03/S007_R10_T04/S007_R10_T05/S007_R10_T06/S007_R10_T07/S007_R10_T08/S007_R10_T09/S007_R10_T10/S007_R10_T11/S007_R10_T12/S007_R10_T13/S007_R10_T14/S007_R14_T00/S007_R14_T01/S007_R14_T02/S007_R14_T03/S007_R14_T04/S007_R14_T05/S007_R14_T06/S007_R14_T07/S007_R14_T08/S007_R14_T09/S007_R14_T10/S007_R14_T11/S007_R14_T12/S007_R14_T13/S007_R14_T14,True,False,False,False,False,False,True,,8
7,7,target_lda,8,10,6/14,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,S007_R10_T00/S007_R10_T01/S007_R10_T02/S007_R10_T03/S007_R10_T04/S007_R10_T05/S007_R10_T06/S007_R10_T07,8,4,4,S007_R06_T00/S007_R06_T01/S007_R06_T02/S007_R06_T03/S007_R06_T04/S007_R06_T05/S007_R06_T06/S007_R06_T07/S007_R06_T08/S007_R06_T09/S007_R06_T10/S007_R06_T11/S007_R06_T12/S007_R06_T13/S007_R06_T14/S007_R14_T00/S007_R14_T01/S007_R14_T02/S007_R14_T03/S007_R14_T04/S007_R14_T05/S007_R14_T06/S007_R14_T07/S007_R14_T08/S007_R14_T09/S007_R14_T10/S007_R14_T11/S007_R14_T12/S007_R14_T13/S007_R14_T14,True,False,False,False,False,False,True,,8
7,7,target_lda,8,14,6/10,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,S007_R14_T00/S007_R14_T01/S007_R14_T02/S007_R14_T03/S007_R14_T04/S007_R14_T05/S007_R14_T06/S007_R14_T07,8,4,4,S007_R06_T00/S007_R06_T01/S007_R06_T02/S007_R06_T03/S007_R06_T04/S007_R06_T05/S007_R06_T06/S007_R06_T07/S007_R06_T08/S007_R06_T09/S007_R06_T10/S007_R06_T11/S007_R06_T12/S007_R06_T13/S007_R06_T14/S007_R10_T00/S007_R10_T01/S007_R10_T02/S007_R10_T03/S007_R10_T04/S007_R10_T05/S007_R10_T06/S007_R10_T07/S007_R10_T08/S007_R10_T09/S007_R10_T10/S007_R10_T11/S007_R10_T12/S007_R10_T13/S007_R10_T14,True,False,False,False,False,False,True,,8
7,7,target_lda,12,6,10/14,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,S007_R06_T00/S007_R06_T01/S007_R06_T02/S007_R06_T03/S007_R06_T04/S007_R06_T05/S007_R06_T06/S007_R06_T07/S007_R06_T08/S007_R06_T09/S007_R06_T10/S007_R06_T11,12,6,6,S007_R10_T00/S007_R10_T01/S007_R10_T02/S007_R10_T03/S007_R10_T04/S007_R10_T05/S007_R10_T06/S007_R10_T07/S007_R10_T08/S007_R10_T09/S007_R10_T10/S007_R10_T11/S007_R10_T12/S007_R10_T13/S007_R10_T14/S007_R14_T00/S007_R14_T01/S007_R14_T02/S007_R14_T03/S007_R14_T04/S007_R14_T05/S007_R14_T06/S007_R14_T07/S007_R14_T08/S007_R14_T09/S007_R14_T10/S007_R14_T11/S007_R14_T12/S007_R14_T13/S007_R14_T14,True,False,False,False,False,False,True,,12
7,7,target_lda,12,10,6/14,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,S007_R10_T00/S007_R10_T01/S007_R10_T02/S007_R10_T03/S007_R10_T04/S007_R10_T05/S007_R10_T06/S007_R10_T07/S007_R10_T08/S007_R10_T09/S007_R10_T10/S007_R10_T11,12,6,6,S007_R06_T00/S007_R06_T01/S007_R06_T02/S007_R06_T03/S007_R06_T04/S007_R06_T05/S007_R06_T06/S007_R06_T07/S007_R06_T08/S007_R06_T09/S007_R06_T10/S007_R06_T11/S007_R06_T12/S007_R06_T13/S007_R06_T14/S007_R14_T00/S007_R14_T01/S007_R14_T02/S007_R14_T03/S007_R14_T04/S007_R14_T05/S007_R14_T06/S007_R14_T07/S007_R14_T08/S007_R14_T09/S007_R14_T10/S007_R14_T11/S007_R14_T12/S007_R14_T13/S007_R14_T14,True,False,False,False,False,False,True,,12
7,7,target_lda,12,14,6/10,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,S007_R14_T00/S007_R14_T01/S007_R14_T02/S007_R14_T03/S007_R14_T04/S007_R14_T05/S007_R14_T06/S007_R14_T07/S007_R14_T08/S007_R14_T09/S007_R14_T10/S007_R14_T11,12,6,6,S007_R06_T00/S007_R06_T01/S007_R06_T02/S007_R06_T03/S007_R06_T04/S007_R06_T05/S007_R06_T06/S007_R06_T07/S007_R06_T08/S007_R06_T09/S007_R06_T10/S007_R06_T11/S007_R06_T12/S007_R06_T13/S007_R06_T14/S007_R10_T00/S007_R10_T01/S007_R10_T02/S007_R10_T03/S007_R10_T04/S007_R10_T05/S007_R10_T06/S007_R10_T07/S007_R10_T08/S007_R10_T09/S007_R10_T10/S007_R10_T11/S007_R10_T12/S007_R10_T13/S007_R10_T14,True,False,False,False,False,False,True,,12
7,7,target_lda,14,6,10/14,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,S007_R06_T00/S007_R06_T01/S007_R06_T02/S007_R06_T03/S007_R06_T04/S007_R06_T05/S007_R06_T06/S007_R06_T07/S007_R06_T08/S007_R06_T09/S007_R06_T10/S007_R06_T11/S007_R06_T12/S007_R06_T13,14,7,7,S007_R10_T00/S007_R10_T01/S007_R10_T02/S007_R10_T03/S007_R10_T04/S007_R10_T05/S007_R10_T06/S007_R10_T07/S007_R10_T08/S007_R10_T09/S007_R10_T10/S007_R10_T11/S007_R10_T12/S007_R10_T13/S007_R10_T14/S007_R14_T00/S007_R14_T01/S007_R14_T02/S007_R14_T03/S007_R14_T04/S007_R14_T05/S007_R14_T06/S007_R14_T07/S007_R14_T08/S007_R14_T09/S007_R14_T10/S007_R14_T11/S007_R14_T12/S007_R14_T13/S007_R14_T14,True,False,False,False,False,False,True,,14
7,7,target_lda,14,10,6/14,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,S007_R10_T00/S007_R10_T01/S007_R10_T02/S007_R10_T03/S007_R10_T04/S007_R10_T05/S007_R10_T06/S007_R10_T07/S007_R10_T08/S007_R10_T09/S007_R10_T10/S007_R10_T11/S007_R10_T12/S007_R10_T13,14,7,7,S007_R06_T00/S007_R06_T01/S007_R06_T02/S007_R06_T03/S007_R06_T04/S007_R06_T05/S007_R06_T06/S007_R06_T07/S007_R06_T08/S007_R06_T09/S007_R06_T10/S007_R06_T11/S007_R06_T12/S007_R06_T13/S007_R06_T14/S007_R14_T00/S007_R14_T01/S007_R14_T02/S007_R14_T03/S007_R14_T04/S007_R14_T05/S007_R14_T06/S007_R14_T07/S007_R14_T08/S007_R14_T09/S007_R14_T10/S007_R14_T11/S007_R14_T12/S007_R14_T13/S007_R14_T14,True,False,False,False,False,False,True,,14
7,7,target_lda,14,14,6/10,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/8/9/10/11/12/13/14/15/16/17/18/19/20,S007_R14_T00/S007_R14_T01/S007_R14_T02/S007_R14_T03/S007_R14_T04/S007_R14_T05/S007_R14_T06/S007_R14_T07/S007_R14_T08/S007_R14_T09/S007_R14_T10/S007_R14_T11/S007_R14_T12/S007_R14_T13,14,7,7,S007_R06_T00/S007_R06_T01/S007_R06_T02/S007_R06_T03/S007_R06_T04/S007_R06_T05/S007_R06_T06/S007_R06_T07/S007_R06_T08/S007_R06_T09/S007_R06_T10/S007_R06_T11/S007_R06_T12/S007_R06_T13/S007_R06_T14/S007_R10_T00/S007_R10_T01/S007_R10_T02/S007_R10_T03/S007_R10_T04/S007_R10_T05/S007_R10_T06/S007_R10_T07/S007_R10_T08/S007_R10_T09/S007_R10_T10/S007_R10_T11/S007_R10_T12/S007_R10_T13/S007_R10_T14,True,False,False,False,False,False,True,,14
8,8,threshold,0,6,10/14,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,,0,0,0,S008_R10_T00/S008_R10_T01/S008_R10_T02/S008_R10_T03/S008_R10_T04/S008_R10_T05/S008_R10_T06/S008_R10_T07/S008_R10_T08/S008_R10_T09/S008_R10_T10/S008_R10_T11/S008_R10_T12/S008_R10_T13/S008_R10_T14/S008_R14_T00/S008_R14_T01/S008_R14_T02/S008_R14_T03/S008_R14_T04/S008_R14_T05/S008_R14_T06/S008_R14_T07/S008_R14_T08/S008_R14_T09/S008_R14_T10/S008_R14_T11/S008_R14_T12/S008_R14_T13/S008_R14_T14,True,False,False,False,False,False,False,,0
8,8,threshold,0,10,6/14,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,,0,0,0,S008_R06_T00/S008_R06_T01/S008_R06_T02/S008_R06_T03/S008_R06_T04/S008_R06_T05/S008_R06_T06/S008_R06_T07/S008_R06_T08/S008_R06_T09/S008_R06_T10/S008_R06_T11/S008_R06_T12/S008_R06_T13/S008_R06_T14/S008_R14_T00/S008_R14_T01/S008_R14_T02/S008_R14_T03/S008_R14_T04/S008_R14_T05/S008_R14_T06/S008_R14_T07/S008_R14_T08/S008_R14_T09/S008_R14_T10/S008_R14_T11/S008_R14_T12/S008_R14_T13/S008_R14_T14,True,False,False,False,False,False,False,,0
8,8,threshold,0,14,6/10,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,,0,0,0,S008_R06_T00/S008_R06_T01/S008_R06_T02/S008_R06_T03/S008_R06_T04/S008_R06_T05/S008_R06_T06/S008_R06_T07/S008_R06_T08/S008_R06_T09/S008_R06_T10/S008_R06_T11/S008_R06_T12/S008_R06_T13/S008_R06_T14/S008_R10_T00/S008_R10_T01/S008_R10_T02/S008_R10_T03/S008_R10_T04/S008_R10_T05/S008_R10_T06/S008_R10_T07/S008_R10_T08/S008_R10_T09/S008_R10_T10/S008_R10_T11/S008_R10_T12/S008_R10_T13/S008_R10_T14,True,False,False,False,False,False,False,,0
8,8,threshold,4,6,10/14,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,S008_R06_T00/S008_R06_T01/S008_R06_T02/S008_R06_T03,4,2,2,S008_R10_T00/S008_R10_T01/S008_R10_T02/S008_R10_T03/S008_R10_T04/S008_R10_T05/S008_R10_T06/S008_R10_T07/S008_R10_T08/S008_R10_T09/S008_R10_T10/S008_R10_T11/S008_R10_T12/S008_R10_T13/S008_R10_T14/S008_R14_T00/S008_R14_T01/S008_R14_T02/S008_R14_T03/S008_R14_T04/S008_R14_T05/S008_R14_T06/S008_R14_T07/S008_R14_T08/S008_R14_T09/S008_R14_T10/S008_R14_T11/S008_R14_T12/S008_R14_T13/S008_R14_T14,True,False,False,False,False,False,True,1.0855657190232206,0
8,8,threshold,4,10,6/14,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,S008_R10_T00/S008_R10_T01/S008_R10_T02/S008_R10_T03,4,2,2,S008_R06_T00/S008_R06_T01/S008_R06_T02/S008_R06_T03/S008_R06_T04/S008_R06_T05/S008_R06_T06/S008_R06_T07/S008_R06_T08/S008_R06_T09/S008_R06_T10/S008_R06_T11/S008_R06_T12/S008_R06_T13/S008_R06_T14/S008_R14_T00/S008_R14_T01/S008_R14_T02/S008_R14_T03/S008_R14_T04/S008_R14_T05/S008_R14_T06/S008_R14_T07/S008_R14_T08/S008_R14_T09/S008_R14_T10/S008_R14_T11/S008_R14_T12/S008_R14_T13/S008_R14_T14,True,False,False,False,False,False,True,0.4935616631161665,0
8,8,threshold,4,14,6/10,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,S008_R14_T00/S008_R14_T01/S008_R14_T02/S008_R14_T03,4,2,2,S008_R06_T00/S008_R06_T01/S008_R06_T02/S008_R06_T03/S008_R06_T04/S008_R06_T05/S008_R06_T06/S008_R06_T07/S008_R06_T08/S008_R06_T09/S008_R06_T10/S008_R06_T11/S008_R06_T12/S008_R06_T13/S008_R06_T14/S008_R10_T00/S008_R10_T01/S008_R10_T02/S008_R10_T03/S008_R10_T04/S008_R10_T05/S008_R10_T06/S008_R10_T07/S008_R10_T08/S008_R10_T09/S008_R10_T10/S008_R10_T11/S008_R10_T12/S008_R10_T13/S008_R10_T14,True,False,False,False,False,False,True,-0.00703981038110639,0
8,8,threshold,8,6,10/14,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,S008_R06_T00/S008_R06_T01/S008_R06_T02/S008_R06_T03/S008_R06_T04/S008_R06_T05/S008_R06_T06/S008_R06_T07,8,4,4,S008_R10_T00/S008_R10_T01/S008_R10_T02/S008_R10_T03/S008_R10_T04/S008_R10_T05/S008_R10_T06/S008_R10_T07/S008_R10_T08/S008_R10_T09/S008_R10_T10/S008_R10_T11/S008_R10_T12/S008_R10_T13/S008_R10_T14/S008_R14_T00/S008_R14_T01/S008_R14_T02/S008_R14_T03/S008_R14_T04/S008_R14_T05/S008_R14_T06/S008_R14_T07/S008_R14_T08/S008_R14_T09/S008_R14_T10/S008_R14_T11/S008_R14_T12/S008_R14_T13/S008_R14_T14,True,False,False,False,False,False,True,0.18550906374543102,0
8,8,threshold,8,10,6/14,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,S008_R10_T00/S008_R10_T01/S008_R10_T02/S008_R10_T03/S008_R10_T04/S008_R10_T05/S008_R10_T06/S008_R10_T07,8,4,4,S008_R06_T00/S008_R06_T01/S008_R06_T02/S008_R06_T03/S008_R06_T04/S008_R06_T05/S008_R06_T06/S008_R06_T07/S008_R06_T08/S008_R06_T09/S008_R06_T10/S008_R06_T11/S008_R06_T12/S008_R06_T13/S008_R06_T14/S008_R14_T00/S008_R14_T01/S008_R14_T02/S008_R14_T03/S008_R14_T04/S008_R14_T05/S008_R14_T06/S008_R14_T07/S008_R14_T08/S008_R14_T09/S008_R14_T10/S008_R14_T11/S008_R14_T12/S008_R14_T13/S008_R14_T14,True,False,False,False,False,False,True,0.5157277230916723,0
8,8,threshold,8,14,6/10,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,S008_R14_T00/S008_R14_T01/S008_R14_T02/S008_R14_T03/S008_R14_T04/S008_R14_T05/S008_R14_T06/S008_R14_T07,8,4,4,S008_R06_T00/S008_R06_T01/S008_R06_T02/S008_R06_T03/S008_R06_T04/S008_R06_T05/S008_R06_T06/S008_R06_T07/S008_R06_T08/S008_R06_T09/S008_R06_T10/S008_R06_T11/S008_R06_T12/S008_R06_T13/S008_R06_T14/S008_R10_T00/S008_R10_T01/S008_R10_T02/S008_R10_T03/S008_R10_T04/S008_R10_T05/S008_R10_T06/S008_R10_T07/S008_R10_T08/S008_R10_T09/S008_R10_T10/S008_R10_T11/S008_R10_T12/S008_R10_T13/S008_R10_T14,True,False,False,False,False,False,True,0.9481896179170478,0
8,8,threshold,12,6,10/14,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,S008_R06_T00/S008_R06_T01/S008_R06_T02/S008_R06_T03/S008_R06_T04/S008_R06_T05/S008_R06_T06/S008_R06_T07/S008_R06_T08/S008_R06_T09/S008_R06_T10/S008_R06_T11,12,6,6,S008_R10_T00/S008_R10_T01/S008_R10_T02/S008_R10_T03/S008_R10_T04/S008_R10_T05/S008_R10_T06/S008_R10_T07/S008_R10_T08/S008_R10_T09/S008_R10_T10/S008_R10_T11/S008_R10_T12/S008_R10_T13/S008_R10_T14/S008_R14_T00/S008_R14_T01/S008_R14_T02/S008_R14_T03/S008_R14_T04/S008_R14_T05/S008_R14_T06/S008_R14_T07/S008_R14_T08/S008_R14_T09/S008_R14_T10/S008_R14_T11/S008_R14_T12/S008_R14_T13/S008_R14_T14,True,False,False,False,False,False,True,0.6525063304191737,0
8,8,threshold,12,10,6/14,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,S008_R10_T00/S008_R10_T01/S008_R10_T02/S008_R10_T03/S008_R10_T04/S008_R10_T05/S008_R10_T06/S008_R10_T07/S008_R10_T08/S008_R10_T09/S008_R10_T10/S008_R10_T11,12,6,6,S008_R06_T00/S008_R06_T01/S008_R06_T02/S008_R06_T03/S008_R06_T04/S008_R06_T05/S008_R06_T06/S008_R06_T07/S008_R06_T08/S008_R06_T09/S008_R06_T10/S008_R06_T11/S008_R06_T12/S008_R06_T13/S008_R06_T14/S008_R14_T00/S008_R14_T01/S008_R14_T02/S008_R14_T03/S008_R14_T04/S008_R14_T05/S008_R14_T06/S008_R14_T07/S008_R14_T08/S008_R14_T09/S008_R14_T10/S008_R14_T11/S008_R14_T12/S008_R14_T13/S008_R14_T14,True,False,False,False,False,False,True,0.5157277230916723,0
8,8,threshold,12,14,6/10,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,S008_R14_T00/S008_R14_T01/S008_R14_T02/S008_R14_T03/S008_R14_T04/S008_R14_T05/S008_R14_T06/S008_R14_T07/S008_R14_T08/S008_R14_T09/S008_R14_T10/S008_R14_T11,12,6,6,S008_R06_T00/S008_R06_T01/S008_R06_T02/S008_R06_T03/S008_R06_T04/S008_R06_T05/S008_R06_T06/S008_R06_T07/S008_R06_T08/S008_R06_T09/S008_R06_T10/S008_R06_T11/S008_R06_T12/S008_R06_T13/S008_R06_T14/S008_R10_T00/S008_R10_T01/S008_R10_T02/S008_R10_T03/S008_R10_T04/S008_R10_T05/S008_R10_T06/S008_R10_T07/S008_R10_T08/S008_R10_T09/S008_R10_T10/S008_R10_T11/S008_R10_T12/S008_R10_T13/S008_R10_T14,True,False,False,False,False,False,True,0.9481896179170478,0
8,8,threshold,14,6,10/14,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/9/10/11/12/13/14/15/16/17/18/19/20,S008_R06_T00/S008_R06_T01/S008_R06_T02/S008_R06_T03/S008_R06_T04/S008_R06_T05/S008_R06_T06/S008_R06_T07/S008_R06_T08/S008_R06_T09/S008_R06_T10/S008_R06_T11/S008_R06_T12/S008_R06_T13,14,7,7,S008_R10_T00/S008_R10_T01/S008_R10_T02/S008_R10_T03/S008_R10_T04/S008_R10_T05/S008_R10_T06/S008_R10_T07/S008_R10_T08/S008_R10_T09/S008_R10_T10/S008_R10_T11/S008_R10_T12/S008_R10_T13/S008_R10_T14/S008_R14_T00/S008_R14_T01/S008_R14_T02/S008_R14_T03/S008_R14_T04/S008_R14_T05/S008_R14_T06/S008_R14_T07/S008_R14_T08/S008_R14_T09/S008_R14_T10/S008_R14_T11/S008_R14_T12/S008_R14_T13/S008_R14_T14,True,False,False,False,False,False,True,0.09970154325945138,0
